,label,area,centroid-0,centroid-1,day,dapi_integrated,cebp_integrated,ppar_integrated
7,8,35977,725,890,2.0,171033141,186606950,56231642
8,9,28826,908,951,2.0,144538696,159061715,57421020
9,10,28485,1020,103,2.0,119690480,103043102,56100279
10,11,33739,1169,1264,2.0,140042419,125889730,44754647
11,12,33056,1245,752,2.0,132596718,131283947,51030663
12,13,30747,1310,320,2.0,114248912,137100532,42910807
13,14,30195,1349,588,2.0,136800188,145439507,67683385
14,15,27998,1390,1661,2.0,139587349,155407048,42127974
15,16,33466,1533,1535,2.0,148419315,148802659,48712763
16,17,31516,1595,562,2.0,136918997,159421612,79429483
17,18,34309,1617,762,2.0,149106592,196668830,58682515
18,19,27656,1737,189,2.0,131794727,107913347,86473567
19,20,31202,1884,746,2.0,135765125,157747385,83840341
20,21,29498,1962,920,2.0,124951924,131015264,50777718
0,1,25569,259,395,2.0,107359277,109626915,36460845
1,2,76606,476,671,2.0,606724128,573155784,317874158
2,3,25972,722,1236,2.0,157196843,225685850,143681175
3,4,30431,897,685,2.0,142280474,156015461,73152649
4,5,26991,899,1159,2.0,152702529,240625324,156762728
5,6,26100,1216,1388,2.0,154337545,133889701,58276161
6,7,28813,1297,311,2.0,114895288,164190897,74253945
7,8,27376,1672,240,2.0,126092019,172730237,41000372
8,9,27927,1977,1587,2.0,127054770,118139480,49356232
0,1,26111,77,481,2.0,150695063,128072952,35739542
1,2,27749,181,1621,2.0,136999806,165064529,54325709
2,3,34725,286,307,2.0,131203228,129505438,50458455
3,4,19752,324,1039,2.0,130490217,33215354,33396025
4,5,36350,439,1252,2.0,235577319,162151681,60157573
5,6,33031,570,163,2.0,131415175,138138530,52951438
6,7,35559,775,242,2.0,179996184,170753298,59257461
7,8,29397,763,434,2.0,118787768,127158515,43865930
8,9,35471,817,775,2.0,177981222,214710913,56081555
9,10,33158,916,1320,2.0,283594820,121535878,55224543
10,11,30206,1212,1202,2.0,141386460,140287305,85800766
11,12,23009,1244,1931,2.0,140381660,121060680,37845942
12,13,24710,1546,807,2.0,150591749,140912828,33626392
13,14,30522,1581,192,2.0,137433514,138001853,55372113
14,15,34953,1683,1783,2.0,172692313,209982391,50220716
15,16,32074,1690,977,2.0,154053291,209834438,44665250
16,17,27541,1873,1738,2.0,140684002,201490256,57919690
0,1,31329,236,1834,2.0,161267900,164099109,48805495
1,2,28974,435,392,2.0,92904126,102188349,46970824
2,3,31592,590,1411,2.0,139051948,142463422,51295014
3,4,32321,642,189,2.0,128982613,128682035,39519453
4,5,93883,782,1829,2.0,468810080,645791960,261742768
5,6,34088,1061,439,2.0,142595674,137320858,78727094
6,7,38381,1152,1111,2.0,176887381,202957406,133890703
7,8,28756,1172,79,2.0,112052492,116940425,49356463
8,9,36349,1192,284,2.0,169526759,178600612,68579981
9,10,29666,1373,1808,2.0,138819906,132322792,61194556
10,11,39499,1450,396,2.0,153734871,120640062,60476083
11,12,95273,1492,813,2.0,553081682,904452597,163221504
12,13,26875,1653,434,2.0,131152880,35941518,36201786
13,14,22626,1647,1174,2.0,112099473,93621465,42932225
14,15,29691,1665,1865,2.0,128917653,123699020,48352546
0,1,31092,280,769,2.0,141304607,147719764,69071726
1,2,29433,278,1004,2.0,140488343,111443150,58036941
2,3,31027,382,287,2.0,136294533,139204503,40718798
3,4,25549,537,1540,2.0,136357336,157180902,40954793
4,5,34333,589,482,2.0,154263647,235428534,73936904
5,6,45956,634,1871,2.0,277848133,380401338,147153528
6,7,27873,653,877,2.0,150145576,120362508,40023300
7,8,30036,840,807,2.0,151274240,163442726,56892244
8,9,28226,937,380,2.0,143215861,151227032,49024928
9,10,32159,1147,533,2.0,142985325,145650101,89811254
10,11,55473,1200,158,2.0,287684976,418237226,178846061
11,12,31805,1275,1323,2.0,131018519,203052175,89882678
12,13,70819,1352,833,2.0,465674795,714217376,200641199
13,14,37689,1493,1663,2.0,174807174,195816848,55821083
14,15,31613,1745,324,2.0,149902387,195010209,53768020
15,16,32715,1835,1053,2.0,139315602,172430396,49097968
16,17,33746,1875,510,2.0,157969042,218002144,133127613
0,1,47508,129,1170,2.0,308049139,359775951,110386110
1,2,27925,265,1410,2.0,133753094,86552333,41535901
2,3,27374,485,1194,2.0,128042799,117747968,51949878
3,4,31912,617,582,2.0,141550481,151302881,46657340
4,5,52020,863,385,2.0,283999892,421979812,172011291
5,6,34498,858,1551,2.0,262324702,28100348,44623807
6,7,125901,1497,1247,2.0,615817542,306031115,200626592
0,1,28547,409,1257,2.0,139203971,144885921,38610917
1,2,33442,464,732,2.0,141734426,166495638,57099524
2,3,29135,471,238,2.0,128557539,120815511,47046697
3,4,66664,514,1767,2.0,478604245,507494512,246424110
4,5,33713,795,409,2.0,129007879,186185777,100458727
5,6,46287,887,1479,2.0,288548721,371892582,81039627
6,7,52513,1115,698,2.0,286759161,413334832,133093624
7,8,21348,1123,1974,2.0,99094397,126175407,56753349
8,9,52759,1297,1601,2.0,396052087,306211251,84501137
9,10,46603,1568,136,2.0,252413317,343193201,145885230
10,11,43681,1905,1789,2.0,295212576,400792367,228705505
11,12,42946,1947,301,2.0,258952997,289554358,159108255
0,1,28551,72,1825,2.0,150599105,174093381,44017349
1,2,54746,705,750,2.0,279666532,75599326,90830775
2,3,47164,762,1907,2.0,317693422,170470904,83788723
3,4,34164,878,482,2.0,155434476,171545006,45407647
4,5,35414,1057,1340,2.0,156331865,181612585,53157784
5,6,26899,1148,1595,2.0,146315985,106242409,35886770
6,7,31797,1414,1050,2.0,163261650,163158230,51502099
7,8,29015,1594,473,2.0,163680476,155872299,44518617
8,9,30111,1695,1725,2.0,150983390,269145606,120011478
9,10,48824,1870,1095,2.0,317160872,454589137,260754656
10,11,29722,1874,1428,2.0,160388859,154400128,45434041
0,1,43878,120,1265,2.0,341066141,364779678,132494005
1,2,54037,322,1583,2.0,345142465,268701707,102428269
2,3,22471,353,1775,2.0,165339466,31613016,29738895
3,4,55154,687,1548,2.0,340452543,293088726,124701927
4,5,34300,657,1250,2.0,189804953,229768846,65570674
5,6,31244,664,1807,2.0,156918581,121032441,66846490
6,7,28077,791,451,2.0,138695947,107841194,75874248
7,8,33849,1052,687,2.0,163643744,247323933,62343686
8,9,30707,1090,1089,2.0,176985540,227669012,56607505
9,10,51847,1333,1320,2.0,374211169,429343564,179148555
10,11,26815,1360,545,2.0,143524990,135031873,54960452
11,12,35557,1459,357,2.0,218609698,178619481,79359471
12,13,27029,1591,1610,2.0,146537006,162829609,57153161
13,14,30911,1680,1026,2.0,287360260,74999981,55801591
0,1,40609,111,1194,2.0,327087118,415945792,293131310
1,2,30668,157,95,2.0,149413295,218139924,47664975
2,3,30689,290,243,2.0,149495375,249812234,75017313
3,4,23878,657,337,2.0,110413230,116950958,36305172
4,5,33598,783,1488,2.0,178642235,319035837,226257438
5,6,28203,1090,582,2.0,120496881,170536089,65353501
6,7,32698,1220,1309,2.0,158017608,346043029,139952318
7,8,22147,1512,220,2.0,106394154,224952645,71664865
8,9,32739,1652,1632,2.0,152545394,269484585,70624965
9,10,24113,1648,1863,2.0,134810435,139097448,90902386
10,11,26637,1864,1055,2.0,145027960,151527272,38742136
11,12,20691,1934,1855,2.0,116351358,18369310,28374276
0,1,27324,201,780,2.0,128593363,153247871,78216791
1,2,30264,858,1618,2.0,156417820,178748858,82157647
2,3,43645,1367,451,2.0,256658532,368407418,102993062
3,4,46042,1442,766,2.0,277136241,488133183,189784213
4,5,43095,1740,392,2.0,263284911,337747843,102712684
5,6,30669,1811,1947,2.0,198027074,39064925,57133934
6,7,50147,1956,311,2.0,289573738,451292463,179278167
0,1,20912,144,1224,3.0,99959766,76865002,59450796
1,2,34545,308,374,3.0,152662869,99097718,77210543
2,3,31853,352,1201,3.0,159472104,87503250,78475801
3,4,40372,665,99,3.0,222157418,98366682,89709061
4,5,33353,757,976,3.0,182839480,184852044,170598820
5,6,44121,944,435,3.0,186483359,212579623,149744458
6,7,39037,1091,1149,3.0,276826652,207511019,81727126
7,8,37169,1085,1451,3.0,168053634,136890016,90406684
8,9,69994,1230,239,3.0,339955048,280043943,213529242
9,10,34509,1339,1002,3.0,146979863,95202191,83741993
10,11,41415,1359,553,3.0,165377673,109395152,300747778
11,12,33843,1575,837,3.0,159582519,115086945,107459863
12,13,40204,1817,562,3.0,167646004,134006093,97146250
13,14,55479,1928,1536,3.0,258167952,172154136,147674869
14,15,35117,1920,878,3.0,158860329,165841393,208911637
0,1,33784,114,1661,3.0,183210384,117360525,103314216
1,2,47240,283,1430,3.0,289759538,274836610,512313729
2,3,53829,514,482,3.0,315699116,179930633,116835335
3,4,31650,497,821,3.0,164909234,97883325,70724387
4,5,37559,624,1883,3.0,167821746,128181067,89720493
5,6,30571,838,1196,3.0,171869680,350894365,483404307
6,7,59098,896,476,3.0,310491097,217141545,223346206
7,8,46335,1229,1905,3.0,275072059,266608848,244710220
8,9,92050,1732,1074,3.0,633615546,440562412,385859686
9,10,56885,1829,316,3.0,295534774,290834250,157298847
0,1,21789,83,807,3.0,134387004,73867323,129188909
1,2,36566,124,1128,3.0,166326185,149018359,75348330
2,3,28812,276,730,3.0,159555674,169724700,50632044
3,4,38964,466,297,3.0,154367947,124467306,59778583
4,5,40729,547,1805,3.0,170151881,152697768,144970587
5,6,34112,584,1583,3.0,168425495,176542300,103595392
6,7,38177,600,1258,3.0,167079740,131102519,124970424
7,8,30793,679,924,3.0,149146151,113823358,130478580
8,9,40653,840,1716,3.0,240910667,219984819,122799835
9,10,32994,932,1967,3.0,153781028,137257691,158713971
10,11,71398,1000,1336,3.0,347381431,265929465,146611804
11,12,63845,1337,1837,3.0,383093553,375851030,151783708
12,13,61031,1452,483,3.0,315126774,196134940,260857102
13,14,33226,1516,128,3.0,159469548,183751432,123584859
14,15,66061,1570,1338,3.0,378515064,339286390,141727098
15,16,47754,1748,625,3.0,311424617,253699937,199884106
0,1,36361,176,1182,3.0,156479876,134279759,83694772
1,2,56788,299,1677,3.0,288001677,153549699,111605872
2,3,43730,298,1425,3.0,181770842,153430472,116491981
3,4,39336,408,722,3.0,174158060,278845684,416969765
4,5,27466,669,1704,3.0,119891390,112129202,173138420
5,6,29930,775,1334,3.0,131455644,96782163,89937933
6,7,38378,954,961,3.0,148104783,119246263,88935813
7,8,39337,1106,1695,3.0,145859896,129225135,117965922
8,9,45784,1201,380,3.0,287601232,214559719,166533776
9,10,34107,1320,1306,3.0,147022145,117318012,85627841
10,11,68114,1607,1797,3.0,263626006,185227174,102168343
11,12,39071,1603,387,3.0,162166405,117902051,73129761
12,13,46256,1653,1073,3.0,258902879,169073831,126342781
13,14,33332,1940,756,3.0,144635739,159764421,110701329
14,15,32336,1971,1239,3.0,122472138,103039576,63099621
0,1,57245,127,1177,3.0,357366913,185704263,176833364
1,2,49125,256,1786,3.0,280983699,200568034,152162544
2,3,57136,416,947,3.0,319717007,215050156,181372921
3,4,61185,439,711,3.0,324233111,195377969,114225082
4,5,33976,504,186,3.0,140896814,127013235,127374090
5,6,57981,681,456,3.0,324977425,210551327,167475236
6,7,53463,685,1659,3.0,337962762,266525544,307054701
7,8,41936,1131,890,3.0,184141801,243741680,370351652
8,9,39039,1342,1356,3.0,177315113,198533445,144444516
9,10,31703,1357,174,3.0,146869196,143939678,108913222
10,11,55382,1411,993,3.0,327161242,215225829,243869672
11,12,65354,1498,585,3.0,322730618,237306449,230080258
12,13,32110,1613,1402,3.0,147523955,170429728,212838638
13,14,35806,1922,787,3.0,160107591,331493077,540945655
14,15,27048,1965,1423,3.0,152930317,208274163,460481588
0,1,44990,176,1090,3.0,331534191,341769752,492790862
1,2,29630,261,1733,3.0,163752446,111459230,97661227
2,3,38846,415,1050,3.0,166087160,116745002,105449075
3,4,58662,488,1499,3.0,363570399,423593004,968005828
4,5,29539,464,493,3.0,143914318,176587982,192489328
5,6,40831,869,1743,3.0,203264231,221822020,91299917
6,7,30790,938,771,3.0,139532734,128849421,252299529
7,8,47899,986,1273,3.0,365276325,350513590,194927546
8,9,36849,1091,120,3.0,148999831,221385683,589993234
9,10,57367,1273,393,3.0,287326720,185539589,149515289
10,11,35754,1535,1427,3.0,177672396,219514842,183868280
11,12,32996,1587,388,3.0,128304576,92561945,55199074
12,13,32663,1678,1914,3.0,152197126,105179692,98948421
13,14,34527,1787,1442,3.0,166599084,261297752,682455117
0,1,29867,242,528,3.0,158601834,80425640,52076691
1,2,54070,517,606,3.0,316376323,456781679,1288282670
2,3,63038,707,1063,3.0,341761751,357192383,709685731
3,4,53030,761,1939,3.0,317695308,475277239,1157985609
4,5,30715,894,409,3.0,151433905,120041448,187837080
5,6,29552,1423,378,3.0,133911648,135399296,257251417
6,7,36175,1577,1937,3.0,168468480,163347719,117046399
7,8,64655,1788,141,3.0,267828566,312644520,161413610
8,9,52768,1831,536,3.0,265034112,227246791,160811810
9,10,48054,1942,1417,3.0,292772736,304271944,357974928
0,1,52169,454,1069,3.0,295386030,233765204,164405169
1,2,52128,782,1207,3.0,301061421,210048927,132039609
2,3,55872,1099,154,3.0,275977827,163566950,113499497
3,4,50296,1246,675,3.0,303899181,333422563,370815082
4,5,36825,1258,1866,3.0,167074746,111444286,101373239
5,6,34309,1440,1431,3.0,164572879,131589283,61004162
6,7,52004,1551,770,3.0,293259517,259194596,187452178
7,8,24811,1539,1972,3.0,117900742,40205996,38608653
8,9,49979,1683,1413,3.0,265770825,211545443,121047642
0,1,86858,246,1455,3.0,309689776,314353031,190881431
1,2,55313,305,1039,3.0,268108291,185281952,151428617
2,3,56752,891,1248,3.0,281690719,341005803,238908536
3,4,92869,977,275,3.0,502342855,536016095,505577890
4,5,34288,1583,631,3.0,126218923,112136759,67520981
5,6,65823,1646,395,3.0,259410868,190484221,151873201
0,1,30667,91,580,3.0,147668882,124660200,107239452
1,2,39417,119,788,3.0,160778352,110074694,77545703
2,3,27437,222,1975,3.0,120510538,84832455,80818992
3,4,31889,492,1217,3.0,144933577,102364595,72541629
4,5,35343,623,1597,3.0,143066819,107455502,87426680
5,6,31594,795,348,3.0,133069584,162920812,265150011
6,7,41030,910,865,3.0,216219722,187125296,95313638
7,8,26320,1081,1371,3.0,124394354,109992174,101446778
8,9,31404,1136,738,3.0,147954021,165779763,207708772
9,10,23727,1356,1811,3.0,128280389,82407519,58865670
10,11,27801,1482,1574,3.0,133077095,77274713,75331638
11,12,29920,1533,338,3.0,111310710,100151815,84449226
12,13,38466,1572,961,3.0,136001893,101013091,79792580
13,14,29849,1656,667,3.0,149580958,162898236,312919046
14,15,29996,1725,1836,3.0,132274591,103026333,83047979
0,1,26606,104,724,3.0,117532570,102620010,47001645
1,2,60171,228,1431,3.0,267012898,169334736,161510353
2,3,35346,240,1169,3.0,149854872,148962341,146662734
3,4,36439,392,1847,3.0,139901778,85839599,93375263
4,5,53420,485,1172,3.0,253372526,111677465,169958256
5,6,26863,606,236,3.0,126417053,112380374,48286944
6,7,34859,762,1915,3.0,148186553,119096351,101111386
7,8,33540,924,1731,3.0,138779212,115543009,91582856
8,9,56030,1219,775,3.0,276043237,276932123,152431358
9,10,22488,1198,1410,3.0,119112518,112253953,91384264
10,11,27948,1234,1790,3.0,141585419,134524036,62218076
11,12,28255,1644,1958,3.0,128125956,170529213,133578950
12,13,55675,1749,353,3.0,263522419,185926513,303600983
13,14,28243,1757,1377,3.0,146130136,174484505,78641953
14,15,34004,1882,1573,3.0,137429049,138644769,78594379
0,1,37059,345,428,3.0,204783387,196505159,159307000
1,2,29679,371,1635,3.0,126814047,95050995,67185448
2,3,31808,559,782,3.0,126282038,107901024,79207985
3,4,34366,1026,447,3.0,136323169,113182187,80346772
4,5,28854,1090,1027,3.0,152570191,100189779,80491495
5,6,31779,1110,679,3.0,139698197,116579526,101946975
6,7,30319,1136,1378,3.0,140777095,113247385,108168644
7,8,30886,1419,1018,3.0,157981790,112309114,95846966
8,9,31804,1469,446,3.0,148643139,103743494,80330953
9,10,29427,1490,667,3.0,147113095,116427953,106021235
10,11,31503,1573,1399,3.0,146297102,139049591,131911637
11,12,33107,1691,1882,3.0,149170077,116049491,64257151
12,13,32177,1869,68,3.0,128802894,92601738,61970552
13,14,34682,1882,658,3.0,150155144,132009117,66563834
14,15,34649,1966,1936,3.0,190415277,76991164,131542663
0,1,27931,347,1854,3.0,130061912,85514461,61633887
1,2,28274,352,960,3.0,144324819,112411905,93902417
2,3,27700,676,716,3.0,143451260,87868889,60920885
3,4,74029,996,415,3.0,412210752,379306978,293159225
4,5,47975,940,904,3.0,288069615,232236112,175790075
5,6,34432,1223,1219,3.0,156572786,155477648,80688401
6,7,21477,1292,1964,3.0,122835384,76891755,78690625
7,8,38502,1494,719,3.0,225826468,138677017,96336882
8,9,27612,1583,1752,3.0,122446312,108118966,96870633
9,10,30437,1600,1234,3.0,141669902,104706799,83444308
10,11,29237,1772,1025,3.0,154368134,118056565,70218547
11,12,26263,1793,693,3.0,135177503,87499518,47332907
12,13,47426,1897,1213,3.0,280944970,217323668,127855016
13,14,25872,1948,967,3.0,140342002,99997447,69593810
0,1,28248,135,1469,3.0,136019534,113567780,157380358
1,2,28639,323,1599,3.0,136738649,77310504,54229163
2,3,35039,508,195,3.0,125598992,112084554,72859544
3,4,28987,529,1265,3.0,139416069,117875837,75212106
4,5,54985,572,1892,3.0,269209132,257709726,135392725
5,6,38003,768,644,3.0,170263705,142349924,85408939
6,7,25191,909,1084,3.0,130612043,133104142,148222283
7,8,37376,1013,1549,3.0,140667642,130945978,86938453
8,9,40073,1026,1333,3.0,138542107,108306718,84923265
9,10,30318,1142,598,3.0,126597072,98108283,69401920
10,11,25435,1355,212,3.0,111305174,92802117,69123692
11,12,42063,1433,711,3.0,188014737,145541694,96712181
12,13,27309,1519,292,3.0,128745893,116586230,71284113
13,14,66840,1603,1389,3.0,266827071,185509607,200561964
14,15,23950,1585,589,3.0,118797240,110229061,111650359
15,16,65349,1701,1695,3.0,383318405,278205449,182399120
16,17,33865,1876,1954,3.0,140719607,146769361,93498366
17,18,34143,1926,1143,3.0,146999380,133397710,69985780
0,1,23790,72,1582,3.0,95485175,68126575,51936525
1,2,30525,181,153,3.0,122597271,88250372,58118454
2,3,29119,372,1424,3.0,116995774,71865798,71001458
3,4,42013,730,953,3.0,179826608,138764426,123340700
4,5,30128,741,1209,3.0,134128599,92548481,71105628
5,6,32108,828,1661,3.0,141124077,133844280,97542152
6,7,30841,974,1445,3.0,146000426,108587508,78354499
7,8,29314,981,852,3.0,152834473,110682462,80319883
8,9,26121,995,331,3.0,101571580,107848842,54657253
9,10,45336,1078,1887,3.0,306952794,221388731,119141475
10,11,49478,1323,1092,3.0,276718146,194053188,156627319
11,12,24032,1465,801,3.0,127970873,128877935,76481523
12,13,23605,1670,1773,3.0,125236508,74586341,60688079
13,14,28346,1742,590,3.0,126895679,113691448,55407449
14,15,27678,1769,1516,3.0,143521345,121736369,99335569
15,16,32131,1946,1015,3.0,136322611,155441061,72954968
0,1,55074,552,850,3.0,291482426,249649402,161138159
1,2,36045,604,1281,3.0,151783061,128230851,91013719
2,3,31215,844,606,3.0,151145677,120519714,94847420
3,4,31227,1010,1275,3.0,139124720,102516708,77227275
4,5,37608,1059,1738,3.0,139850505,85394590,64236402
5,6,28884,1121,855,3.0,149832359,124204104,92823962
6,7,52942,1176,282,3.0,268753117,295753765,340372821
7,8,36883,1179,1030,3.0,161129234,125457091,80971161
8,9,39697,1285,1797,3.0,171495938,135589837,85153425
9,10,29818,1359,710,3.0,137726694,95457522,104062949
10,11,26036,1524,1011,3.0,149586445,119492477,111480801
11,12,27990,1539,615,3.0,136248197,99263541,68390391
12,13,40333,1729,1092,3.0,169750413,161838291,105591969
13,14,27918,1745,1799,3.0,146112737,101839475,84041700
14,15,27301,1821,1309,3.0,158545333,175193236,238053123
0,1,28716,316,1077,3.0,127370299,121164737,154287001
1,2,33937,653,1382,3.0,159653092,100495045,109791981
2,3,37001,870,85,3.0,201860264,222356122,111733708
3,4,29208,936,431,3.0,113115724,108203771,85831577
4,5,31545,984,1079,3.0,155436517,139577905,99038226
5,6,26349,1117,642,3.0,112548517,86180990,72228226
6,7,34186,1342,222,3.0,190990149,130668907,114236164
7,8,30795,1400,1544,3.0,143398633,115576445,79900640
8,9,56312,1454,1284,3.0,277865089,224820153,174555075
9,10,27424,1581,124,3.0,101888935,104083218,84794439
10,11,20349,1617,811,3.0,114917943,93375088,76828254
11,12,26713,1747,1232,3.0,137898920,123693536,78477466
12,13,37168,1861,1753,3.0,134500673,125352471,108790770
13,14,22635,1906,458,3.0,97436163,113423183,66145988
0,1,49481,140,595,3.0,242018857,196577673,111251097
1,2,22874,223,1137,3.0,131638247,77228899,92081879
2,3,26752,376,182,3.0,119898982,136790254,48738831
3,4,72130,483,1860,3.0,339732586,323820144,345473450
4,5,32570,491,1597,3.0,153561486,85570268,106292897
5,6,31371,683,1003,3.0,128653799,113236183,81488122
6,7,31231,731,1426,3.0,157620819,89523468,81917992
7,8,33962,754,1704,3.0,159503679,140501540,91316440
8,9,45843,785,145,3.0,249792648,250572307,79191564
9,10,54624,869,572,3.0,282371621,305843253,213374717
10,11,35492,922,1593,3.0,180517170,200479772,127923417
11,12,33698,1012,818,3.0,161256004,181633403,194362863
12,13,29853,1277,1262,3.0,150177893,125148500,83661015
13,14,27773,1341,1459,3.0,155577089,120713224,148362902
14,15,40119,1397,862,3.0,201992190,317432800,121359995
15,16,34974,1446,1943,3.0,163930747,206551339,137292089
16,17,31592,1520,462,3.0,128231483,125730133,84107420
17,18,30135,1567,636,3.0,133797740,106771379,59549343
18,19,34892,1653,1136,3.0,157363705,160833361,88725718
19,20,29673,1842,652,3.0,131130905,116342932,128001493
20,21,35655,1930,201,3.0,136546803,237829713,163074540
0,1,29188,95,1637,4.0,161877364,90157043,90875146
1,2,22836,143,969,4.0,156920357,115334426,64473010
2,3,22291,171,327,4.0,113176986,70845371,100570257
3,4,26170,195,1301,4.0,162386107,121426801,104779871
4,5,26336,299,1612,4.0,173925238,122712449,101686537
5,6,24602,388,1094,4.0,166666450,95612749,89721762
6,7,38281,607,1028,4.0,261571033,109295348,205380268
7,8,24487,735,1672,4.0,148061542,107705310,119466616
8,9,30859,783,1308,4.0,178565246,83951906,96107268
9,10,36700,898,116,4.0,224528909,39636891,140843963
10,11,24589,1126,1402,4.0,143169193,70918712,75124379
11,12,28872,1337,1539,4.0,189663731,132500937,114222935
12,13,27957,1758,865,4.0,173757805,90622041,83642731
13,14,38679,1801,632,4.0,323135009,158023307,164495359
14,15,36193,1915,139,4.0,234448001,203542569,190334025
0,1,34481,81,98,4.0,268153284,88727808,113829191
1,2,58653,88,1002,4.0,360735917,195025397,365382194
2,3,24577,152,463,4.0,131145181,88644424,78178247
3,4,47098,339,1769,4.0,307304266,180625100,295388599
4,5,34996,327,1537,4.0,206497244,117195504,240134878
5,6,41176,580,1254,4.0,323458603,58208819,152687527
6,7,34172,842,1762,4.0,193717533,133199711,104896718
7,8,30743,1285,964,4.0,160781554,108513908,72300042
8,9,35510,1316,1664,4.0,194311716,123209631,88516445
9,10,26460,1744,1594,4.0,175551167,64935811,67298981
10,11,29366,1959,863,4.0,166214868,100854386,82617680
0,1,52953,144,1618,4.0,373759643,293173915,164722058
1,2,89835,309,718,4.0,742087268,263411149,234694587
2,3,32473,375,1222,4.0,183656795,217016321,329911796
3,4,33662,441,1019,4.0,189463875,154305993,153199614
4,5,31272,762,948,4.0,154571553,105834837,99409765
5,6,30150,797,364,4.0,169792415,263055724,223976103
6,7,31872,1097,1536,4.0,172493260,96502483,111836716
7,8,30073,1150,1206,4.0,214185236,96026043,80353196
8,9,38900,1458,439,4.0,262459352,174034359,141246422
9,10,30730,1488,685,4.0,180922600,86083544,83332687
10,11,28250,1670,1523,4.0,167718527,83989196,66891069
0,1,31652,269,516,4.0,152298686,113841942,114776036
1,2,31503,856,1226,4.0,174021410,134131634,172391209
2,3,26525,985,81,4.0,121328428,121718208,117092566
3,4,23774,1046,1740,4.0,190204732,135235004,187991077
4,5,31706,1126,1329,4.0,168442347,99818552,164844440
5,6,30674,1304,1930,4.0,160310151,79994432,132895596
6,7,26414,1425,373,4.0,156430789,183661736,480351263
7,8,38717,1572,1286,4.0,342143155,298986146,198190815
8,9,35010,1668,699,4.0,251860619,167322899,125105205
9,10,34154,1837,1548,4.0,182486803,116145387,123557877
10,11,26631,1902,1080,4.0,135246242,134039931,104719591
0,1,25960,158,475,4.0,160114300,107006098,92094120
1,2,31411,139,1673,4.0,182407265,137459249,107443730
2,3,31027,452,1695,4.0,216174621,115691745,96271333
3,4,31596,519,959,4.0,193376008,113240696,122560967
4,5,29454,592,451,4.0,238886925,136165795,129098716
5,6,21164,592,773,4.0,136267951,56006585,53331930
6,7,23892,807,1062,4.0,163595834,55434663,55317121
7,8,42153,1313,866,4.0,343120778,145643948,123319570
8,9,28360,1528,1203,4.0,195254394,76229519,84376210
9,10,58867,1567,971,4.0,463581043,331433376,345666908
10,11,27418,1841,1272,4.0,198093404,111183173,141558314
0,1,36889,105,1417,4.0,323698928,326633644,384437775
1,2,31364,662,1911,4.0,199894762,104025046,89504596
2,3,21941,718,408,4.0,146322359,83894000,64418291
3,4,17964,789,601,4.0,136194461,63593035,79142474
4,5,40455,989,324,4.0,315120761,173435971,180284164
5,6,24809,1064,1718,4.0,187160259,143875624,105352976
6,7,21988,1276,770,4.0,148631417,96893923,79726858
7,8,34468,1383,1504,4.0,219454404,124558353,158743209
8,9,48441,1432,1167,4.0,349997684,158741313,116422107
9,10,28530,1646,1097,4.0,179954788,93493747,56836501
10,11,24533,1734,821,4.0,133550758,77878092,61623950
0,1,28647,132,246,4.0,146527599,61816455,75485060
1,2,29042,163,674,4.0,197253923,176040111,226696801
2,3,40880,297,1976,4.0,286642755,122534202,98332460
3,4,35905,246,1459,4.0,228599697,137153173,254676496
4,5,33740,356,988,4.0,224311492,95051236,90480118
5,6,32593,608,1270,4.0,235971174,91464377,59108538
6,7,30796,716,436,4.0,187189579,119452605,113088581
7,8,87499,962,556,4.0,598656671,328353512,347087699
8,9,64225,956,1875,4.0,509450771,246729535,220879118
9,10,56469,1011,189,4.0,405049465,290507470,827907276
10,11,34305,1133,1412,4.0,217989096,118944006,93299269
11,12,32469,1160,877,4.0,212570841,88817246,55999004
12,13,35995,1185,1189,4.0,214540012,122460129,98737906
13,14,31996,1301,683,4.0,192991705,110360743,101038093
14,15,32920,1457,1734,4.0,209934720,134469999,99783609
15,16,32019,1613,1501,4.0,195580762,114878862,82019388
16,17,32054,1653,1161,4.0,198152779,94147630,85268463
17,18,34298,1711,163,4.0,189485381,118615357,113847940
0,1,24965,68,379,4.0,140918357,90347864,64271304
1,2,23212,69,1291,4.0,162605496,68232434,64740246
2,3,35397,409,1948,4.0,227048185,171086258,145598828
3,4,30587,447,750,4.0,149488043,78425248,87792110
4,5,49753,670,1944,4.0,373786626,126465260,147707339
5,6,39852,1097,1922,4.0,214853669,170986148,106371964
6,7,27862,1141,359,4.0,181505833,114715704,117911593
7,8,25073,1445,185,4.0,154762850,87381201,79964941
8,9,63654,1538,578,4.0,390065142,65360051,211716101
0,1,70219,127,1374,4.0,474186554,297498961,249303561
1,2,22766,77,1634,4.0,135271529,81877773,100937415
2,3,27307,443,1207,4.0,150443988,108291676,100677263
3,4,25422,581,1821,4.0,141434388,91123120,81400711
4,5,31326,727,1335,4.0,159081039,132826865,122647915
5,6,31064,1089,1403,4.0,182599763,134899318,115294927
6,7,41198,1585,814,4.0,303970221,229718948,131343885
7,8,36531,1577,121,4.0,232849147,141920740,135420521
8,9,23724,1725,1042,4.0,158001414,132413614,153388873
9,10,31546,1847,769,4.0,206139442,195428460,519942231
10,11,54246,1936,1570,4.0,511884293,279413894,192116138
0,1,63085,119,127,4.0,197921865,177978282,199282980
